CNTYVTD,VTDKEY,BennetD_20P_President,BidenD_20P_President,BloombergD_20P_President,BookerD_20P_President,CastroD_20P_President,De La FuenteD_20P_President,DelaneyD_20P_President,GabbardD_20P_President,KlobucharD_20P_President,PatrickD_20P_President,SandersD_20P_President,SteyerD_20P_President,WarrenD_20P_President,WellsD_20P_President,WilliamsonD_20P_President,YangD_20P_President,ButtigiegD_20P_President
"3770006",7484,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3770007",7485,3,85,58,0,1,1,0,2,2,0,149,1,49,0,1,1,7
"3790101",7486,0,17,12,0,0,0,0,0,2,0,5,2,3,0,0,0,0
"3790102",7487,0,18,9,0,0,0,0,0,3,0,7,0,6,0,0,0,1
"3790203",7488,0,33,14,0,1,0,0,3,1,0,12,0,3,0,0,1,7
"3790204",7489,1,13,6,0,0,0,0,1,1,0,7,1,3,0,0,0,2
"3790305",7490,2,16,6,0,1,1,0,0,0,0,7,0,3,0,1,0,2
"3790306",7491,2,41,16,2,0,1,1,0,4,0,9,3,3,0,0,0,1
"3790407",7492,0,19,7,1,0,0,0,0,1,0,13,0,3,0,0,0,0
"3790408",7493,0,19,11,0,0,0,0,0,1,0,11,1,2,0,0,0,0
"3810103",7494,0,18,7,0,1,1,0,1,4,0,43,2,14,0,0,1,3
"3810110",7495,0,36,20,0,0,0,0,0,1,0,32,1,8,0,0,0,6
"3810111",7496,0,81,21,0,2,0,0,4,2,0,91,3,16,2,0,0,16
"3810112",7497,0,53,20,1,1,0,0,0,4,0,95,0,27,0,0,1,16
"3810114",7498,0,78,32,0,2,1,0,1,3,0,63,1,27,0,0,0,9
"3810123",7499,0,6,1,0,0,0,0,0,1,0,14,1,2,0,0,0,1
"3810131",7500,1,36,12,0,1,0,0,0,3,0,33,2,7,1,0,0,3
"3810204",7501,0,78,22,0,0,0,0,0,6,0,58,1,15,0,0,0,8
"3810208",7502,0,21,4,0,0,0,0,0,1,0,14,0,3,0,0,0,2
"3810216",7503,0,28,14,0,1,0,0,0,4,0,27,1,10,0,0,1,5
"3810222",7504,0,95,39,2,0,0,0,1,8,0,51,2,29,0,0,2,19
"3810227",7505,0,59,28,0,0,0,0,2,4,0,53,1,20,0,0,1,11
"3810228",7506,0,130,45,0,0,0,0,0,11,0,55,5,32,2,0,0,23
"3810230",7507,0,102,48,0,0,0,0,4,13,0,64,1,28,0,0,4,14
"3810301",7508,0,27,8,0,0,0,0,0,3,0,26,1,11,0,0,0,4
"3810302",7509,0,38,12,0,0,0,0,2,4,0,51,2,40,1,0,2,17
"3810305",7510,1,60,13,0,1,0,0,2,4,0,83,2,21,0,0,1,2
"3810306",7511,1,40,16,0,1,0,0,1,4,0,34,0,18,0,0,3,6
"3810307",7512,0,17,6,0,0,0,0,0,1,0,15,0,8,0,0,0,2
"3810309",7513,0,32,4,0,0,0,0,3,3,0,33,3,14,0,0,1,5
"3810315",7514,0,6,3,0,0,0,0,1,1,0,4,1,3,0,0,0,1
"3810317",7515,0,3,1,0,0,0,0,0,1,0,3,0,1,0,0,0,1
"3810324",7516,0,93,42,0,0,0,0,0,12,0,57,4,42,1,0,0,14
"3810325",7517,0,28,7,0,0,0,0,0,2,0,22,1,6,1,0,1,4
"3810332",7518,0,31,7,0,0,0,0,0,1,0,27,0,9,0,0,0,5
"3810415",7519,1,60,22,0,0,0,0,1,3,0,45,1,30,0,0,1,11
"3810418",7520,0,68,31,0,0,0,0,1,6,0,60,4,34,0,0,0,15
"3810420",7521,1,65,29,0,0,0,0,1,3,0,59,0,23,0,0,1,8
"3810421",7522,0,49,25,0,1,0,0,5,1,0,59,5,18,1,0,0,9
"3810426",7523,0,66,33,0,1,1,0,0,1,0,55,1,25,0,0,0,6
"3810429",7524,0,87,51,0,2,0,0,4,9,0,88,2,36,0,0,1,21
"3830001",7525,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"3830002",7526,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3830003A",7527,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"3830003B",7528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3830004",7529,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3
"3850001",7530,0,16,3,0,0,0,0,0,2,0,11,0,5,0,0,0,0
"3850002",7531,2,9,4,0,1,0,0,1,3,0,7,2,5,0,0,0,3
"3850003",7532,1,13,5,0,0,0,0,0,2,0,11,0,1,0,0,0,2
"3850004",7533,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"3850005",7534,0,7,2,0,0,0,0,0,0,0,8,0,4,0,0,0,0
"3870001",7535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3870004",7536,1,47,16,1,1,0,0,0,1,0,17,1,4,0,0,1,1
"3870005",7537,0,14,2,0,0,0,0,0,1,0,7,1,1,0,0,0,0
"3870007A",7538,0,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3870007B",7539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3870009",7540,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3870010",7541,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3870011",7542,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"3870017",7543,0,6,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0
"3870018",7544,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3870024",7545,0,11,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"3870027",7546,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
"3870028",7547,0,6,8,0,0,0,0,0,1,0,5,0,1,0,0,0,0
"3870029",7548,0,8,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"3870030",7549,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3870031",7550,0,5,3,0,0,0,0,0,0,0,4,1,1,0,0,1,0
"38702-1A",7551,0,7,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"38702-1B",7552,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"38702-4",7553,0,18,5,0,0,0,1,0,0,0,9,2,2,0,0,0,2
"38703-1",7554,0,59,13,1,0,0,0,1,0,1,24,0,2,0,0,0,0
"38703-4",7555,0,16,5,0,0,0,0,0,1,0,11,2,2,0,0,1,0
"38713-1",7556,0,5,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"38713-4",7557,0,1,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"38714-1",7558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38714-4",7559,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"38719-1",7560,0,11,5,0,0,0,0,0,1,0,2,0,0,0,0,0,1
"38719-4",7561,0,11,0,0,1,0,0,0,1,0,2,0,2,0,0,0,1
"38720-1",7562,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"38720-4",7563,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"38721-1",7564,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"38721-4",7565,0,7,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"3890002",7566,5,59,63,2,12,10,2,2,6,1,64,0,14,1,2,2,8
"3890003",7567,4,62,46,1,22,3,1,5,6,2,40,3,17,3,2,7,6
"3890004",7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3890005",7569,2,22,31,4,10,3,1,3,1,0,16,1,7,1,0,1,3
"3890006",7570,0,3,7,0,2,0,0,0,0,0,2,0,0,0,0,1,1
"3890007",7571,10,59,69,4,20,6,2,7,4,2,60,2,18,5,3,5,13
"3890008",7572,2,16,18,2,11,4,0,4,1,1,21,1,4,0,0,1,2
"3890010",7573,6,63,69,3,23,10,0,8,2,1,54,1,11,2,0,7,11
"3890011",7574,1,44,42,3,13,10,3,1,6,2,53,2,9,1,1,5,8
"3910001",7575,2,16,11,1,2,0,0,0,0,0,9,1,0,0,0,0,2
"3910002",7576,0,14,16,0,2,0,0,0,1,0,16,3,6,0,2,1,3
"3910003",7577,0,19,15,0,0,0,2,1,0,0,6,0,1,0,0,0,2
"3910004",7578,2,29,18,0,2,1,1,0,0,0,6,0,4,0,0,1,2
"391001A",7579,0,31,24,1,5,0,0,1,0,0,12,4,3,0,3,0,2
"391002A",7580,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"391002B",7581,0,8,12,0,0,0,0,0,2,0,7,0,3,0,0,0,0
"391003A",7582,0,19,16,1,1,0,0,0,1,0,8,1,2,0,3,0,2
"391004A",7583,0,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"391004B",7584,0,10,3,0,0,1,0,0,0,0,3,1,5,0,0,0,3
"3930001",7585,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3930002",7586,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3930003",7587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39304-1",7588,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"39304-2",7589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3950001",7590,0,57,14,1,0,1,0,0,1,0,20,2,3,0,0,1,4
"3950002",7591,0,50,24,1,0,0,0,0,0,0,21,1,6,0,0,0,6
"3950003",7592,0,14,12,0,0,0,1,0,0,0,2,0,1,0,0,0,1
"3950004",7593,0,16,4,0,0,0,0,0,5,0,2,0,1,0,0,0,6
"3950005",7594,0,46,15,0,0,0,0,0,3,0,28,1,7,0,0,1,4
"3950006",7595,1,36,10,0,0,0,1,0,3,0,17,0,2,0,0,0,1
"3950008",7596,0,10,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"3950011",7597,2,43,15,2,1,0,1,2,1,0,19,0,11,0,0,0,0
"3950013",7598,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"3950016",7599,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"3950019",7600,0,16,6,0,0,0,0,0,0,0,3,0,2,0,0,0,1
"3950022",7601,0,142,47,2,0,0,0,0,4,0,27,1,7,0,1,1,1
"3950023",7602,1,36,10,0,0,0,1,0,0,0,15,0,0,0,0,0,0
"3970001",7603,0,183,69,3,0,0,0,0,18,1,105,2,52,0,0,3,24
"3970002",7604,0,154,61,0,0,0,0,1,12,0,117,3,39,0,0,1,21
"3970003",7605,0,46,14,0,0,0,0,0,3,0,35,0,16,0,0,0,8
"3970004A",7606,0,30,10,0,0,0,0,0,2,0,22,0,14,0,0,0,2
"3970004B",7607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397001A",7608,0,94,44,0,0,1,0,3,11,0,75,2,30,0,0,1,14
"397001BA",7609,0,147,59,0,0,0,0,3,7,0,68,4,50,0,1,3,27
"397001BB",7610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397001C",7611,0,150,55,1,0,0,0,2,15,0,88,0,56,1,0,5,29
"397001D",7612,0,35,10,0,0,0,0,0,6,0,22,0,8,0,0,0,5
"397001E",7613,0,64,26,0,0,0,0,2,2,0,29,2,16,0,0,2,12
"397002A",7614,0,166,44,1,1,0,0,0,17,0,70,4,36,0,0,3,16
"397002B",7615,0,107,22,0,0,0,0,0,3,0,65,2,21,0,0,2,10
"397002C",7616,0,61,19,0,0,0,0,2,2,0,24,3,9,0,0,1,9
"397002D",7617,0,107,25,0,2,0,0,0,7,0,102,0,36,0,0,2,6
"397002E",7618,2,134,42,0,0,0,0,0,10,0,87,1,32,0,0,1,14
"397002F",7619,0,31,17,0,0,0,0,1,1,0,16,0,6,0,0,0,1
"397003AA",7620,0,85,31,0,0,0,0,0,4,0,47,2,20,0,0,0,11
"397003AB",7621,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"397003BA",7622,2,88,30,2,3,0,0,1,5,0,68,4,27,1,0,4,12
"397003BB",7623,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"397003C",7624,0,96,32,1,0,0,0,1,10,1,41,3,15,0,0,0,16
"397003D",7625,1,105,39,0,1,0,0,0,6,0,59,5,17,0,0,1,10
"397003E",7626,0,103,28,0,0,0,0,3,2,0,43,3,14,0,0,0,17
"397004A",7627,0,119,37,0,1,0,0,1,8,0,106,4,37,0,0,2,18
"397004B",7628,1,101,31,0,0,0,0,1,4,0,74,4,22,0,0,1,8
"397004C",7629,1,34,10,0,0,0,0,0,4,0,30,1,9,0,0,0,4
"397004D",7630,0,46,11,0,0,1,0,1,2,1,32,1,11,0,0,1,4
"397004E",7631,0,85,16,0,0,0,0,0,3,0,61,2,25,0,0,1,8
"397004F",7632,0,19,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"3990001",7633,0,17,4,1,0,0,0,0,3,2,5,0,1,0,0,0,1
"3990003",7634,0,14,6,0,1,0,0,0,2,0,4,0,1,0,0,0,5
"3990004",7635,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3990005",7636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"3990006",7637,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3990007",7638,0,11,2,0,0,0,0,0,0,0,13,0,9,0,0,0,4
"3990008",7639,0,6,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1
"3990009",7640,0,15,3,0,1,0,0,0,0,0,2,1,1,0,0,0,0
"3990010",7641,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"4010111",7642,0,21,4,0,0,0,0,0,3,0,4,0,1,0,0,0,0
"4010112",7643,1,46,15,0,0,0,0,0,0,0,14,0,8,0,0,0,2
"4010113",7644,1,88,26,0,1,0,0,0,2,0,38,1,15,0,0,0,3
"4010114",7645,0,38,14,0,0,0,1,4,0,0,12,1,6,0,0,0,1
"4010201",7646,0,26,12,0,0,0,0,0,0,0,7,0,2,0,0,0,0
"4010212",7647,0,19,9,0,0,0,0,0,2,0,6,0,0,0,0,1,0
"4010213",7648,2,57,6,1,0,0,1,0,4,0,12,0,3,0,0,0,1
"4010214",7649,1,128,45,0,0,1,0,0,1,1,21,3,7,2,0,0,3
"4010215",7650,2,113,30,0,1,1,0,0,2,0,25,0,10,0,1,0,2
"4010302",7651,1,74,11,0,0,1,0,0,2,0,14,0,2,0,0,0,3
"4010303",7652,1,76,34,0,0,1,0,0,3,0,21,2,10,0,0,0,2
"4010314A",7653,0,17,10,0,0,0,0,0,1,0,7,0,2,0,0,0,1
"4010314B",7654,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4010315",7655,0,14,2,0,0,0,0,0,3,0,4,0,4,0,0,0,1
"4010316",7656,0,8,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1
"4010317",7657,1,37,18,0,0,0,0,0,0,0,6,0,0,0,0,0,1
"4010318",7658,2,51,7,0,0,0,0,1,1,0,8,0,5,0,0,4,1
"4010319",7659,0,28,10,0,0,0,0,0,0,0,7,0,5,1,0,0,2
"4010404",7660,0,34,18,0,2,0,0,0,3,0,12,0,4,0,0,0,4
"4010405",7661,0,30,10,0,0,0,0,1,3,0,14,0,2,0,0,0,1
"4010416",7662,0,20,8,0,0,0,0,0,0,0,11,0,3,0,0,0,3
"4010417",7663,1,30,19,0,1,0,1,0,1,0,18,1,0,0,0,0,1
"4010418",7664,0,58,18,0,0,0,0,1,1,0,19,0,3,2,0,0,3
"4030001",7665,0,38,12,0,0,0,2,0,1,0,10,0,5,0,0,0,1
"4030002",7666,0,22,17,0,2,0,1,0,5,0,7,0,5,0,0,0,0
"4030003",7667,0,33,7,0,0,1,1,0,0,0,4,1,2,0,0,1,0
"4030004",7668,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4030005",7669,0,11,3,0,0,0,0,0,1,0,7,1,1,0,0,0,2
"4030006",7670,0,38,10,1,0,0,1,2,1,0,14,0,7,0,0,1,4
"4030007",7671,0,19,7,0,0,1,1,0,0,0,2,0,1,0,0,0,0
"4030008",7672,0,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4050001",7673,1,96,20,1,0,0,1,0,0,0,12,0,7,1,1,0,3
"4050002",7674,0,23,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"4050003",7675,0,12,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0
"4050004",7676,0,23,10,0,1,0,0,0,1,0,9,0,0,0,0,0,1
"4050005",7677,1,10,6,0,0,0,0,0,0,0,5,0,0,0,0,0,2
"4050006",7678,0,7,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"4050007",7679,0,13,1,0,0,0,0,0,0,0,4,1,2,0,0,0,0
"4050008",7680,0,10,3,0,0,0,0,0,0,0,5,0,1,0,1,0,0
"4050009",7681,0,22,8,0,0,2,0,0,0,0,5,0,5,0,0,0,0
"4050010",7682,0,4,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0
"4050011",7683,3,54,16,1,0,0,0,0,0,0,14,0,3,0,0,0,0
"4070001",7684,1,72,25,0,0,0,0,0,1,0,37,0,9,0,0,2,6
"4070002",7685,0,64,24,0,0,1,0,0,4,1,33,2,11,0,1,2,2
"4070003",7686,0,29,5,0,0,0,1,0,0,0,11,0,1,0,0,0,1
"4070004",7687,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
"4070005",7688,0,21,8,0,0,0,0,0,1,0,15,2,6,0,0,0,0
"4070006",7689,0,59,17,0,0,0,0,1,3,0,19,0,6,0,0,0,2
"4070007",7690,0,95,21,0,0,0,0,0,2,0,28,4,12,0,2,0,5
"4070008",7691,0,56,13,0,0,0,0,0,0,0,10,4,7,1,0,0,1
"4070009",7692,0,8,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0
"4070010",7693,0,15,3,0,0,0,0,0,0,0,8,0,2,0,0,0,1
"4070011",7694,0,29,7,0,0,0,0,0,0,0,3,0,3,0,0,0,2
"4090101",7695,1,30,13,0,2,0,0,0,1,0,10,0,4,0,0,0,1
"4090102",7696,2,162,61,1,12,3,2,4,4,1,105,1,20,0,0,3,3
"4090103",7697,1,13,7,0,0,0,0,1,0,0,5,0,2,0,0,0,1
"4090104",7698,0,60,16,0,3,0,0,0,4,0,43,0,10,0,0,0,0
"4090105",7699,6,127,55,2,5,4,0,0,2,1,89,3,9,0,0,1,6
"4090106",7700,0,19,8,0,2,1,0,0,3,0,12,0,7,0,0,0,3
"4090107",7701,0,15,1,0,2,0,0,0,0,0,7,0,2,0,0,0,1
"4090108",7702,0,116,38,1,3,0,0,0,8,0,80,2,25,0,0,0,7
"4090109",7703,0,78,29,1,0,0,0,0,2,0,44,0,23,0,0,1,8
"4090110",7704,0,104,36,1,2,1,1,2,2,1,50,0,13,0,0,0,5
"4090111",7705,0,3,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"4090112",7706,0,152,33,0,7,2,0,0,5,1,51,1,34,1,0,0,6
"4090113",7707,0,111,36,0,4,1,0,3,6,0,70,0,15,0,0,0,4
"4090114",7708,0,49,14,0,2,0,0,1,4,0,38,1,11,0,0,0,2
"4090115",7709,0,127,53,0,3,0,0,0,4,1,62,2,19,2,0,1,9
"4090116",7710,0,102,20,1,0,0,0,3,3,0,44,0,18,0,0,0,6
"4090117",7711,0,21,6,0,0,0,0,0,0,0,12,0,1,0,0,0,2
"4090118",7712,4,172,87,0,8,7,1,2,3,2,105,1,16,0,0,0,6
"4090119",7713,0,45,15,0,0,0,0,1,3,0,23,0,13,0,0,0,2
"4090120",7714,0,21,12,0,0,0,0,0,2,0,16,1,11,0,0,0,2
"4090121",7715,0,65,22,0,0,0,0,0,4,1,51,0,16,0,0,0,6
"4090122",7716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4090123",7717,0,8,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0
"4090124",7718,1,222,81,1,19,4,1,3,14,0,152,7,60,1,0,1,22
"4090125",7719,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4110001",7720,0,8,4,0,0,0,0,0,2,0,3,0,6,0,0,0,3
"411002A",7721,0,5,4,0,0,0,0,0,0,0,1,0,7,0,0,0,3
"411002B",7722,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"411003A",7723,0,3,5,0,0,0,0,0,2,0,2,0,4,1,0,0,2
"411003B",7724,0,1,3,0,0,0,0,0,0,0,2,0,3,0,0,0,1
"411004A",7725,0,2,2,0,1,0,0,1,1,1,2,0,7,1,0,0,2
"411004B",7726,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"4130001",7727,0,12,4,0,1,0,0,0,3,0,10,0,1,0,0,0,0
"4130002",7728,0,13,5,1,2,0,2,0,1,0,5,0,5,0,0,0,0
"4130003",7729,0,10,8,0,0,0,0,0,0,0,9,1,4,0,0,0,0
"4130004",7730,0,10,4,0,1,1,0,0,3,0,5,0,1,0,0,0,0
"4150005",7731,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4150006",7732,1,2,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0
"4150007",7733,0,30,3,0,0,0,0,0,3,0,24,0,8,1,0,0,3
"4150008",7734,0,4,3,0,0,0,0,1,1,0,7,0,3,0,0,0,1
"4150009",7735,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4150010",7736,0,4,8,0,1,0,0,0,1,0,6,1,1,0,0,1,0
"4150011",7737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4150012",7738,0,17,5,0,0,0,0,0,1,0,10,0,6,0,0,1,4
"4150013",7739,0,10,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0
"4150014",7740,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4150015",7741,0,21,7,0,0,0,1,1,2,0,22,0,2,0,0,0,2
"4170101A",7742,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4170101B",7743,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"4170202",7744,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"4170303",7745,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4170307",7746,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4170404",7747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4170405",7748,0,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1
"4170406A",7749,0,2,1,0,0,0,0,0,2,0,2,1,0,0,0,0,1
"4170406B",7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4190002",7751,1,9,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0
"4190003",7752,0,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4190004",7753,0,17,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0
"4190005",7754,0,15,6,0,0,0,0,0,0,0,8,0,5,0,0,0,0
"4190006",7755,0,14,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0
"4190007",7756,1,26,2,0,0,0,0,0,5,0,1,0,2,0,0,0,2
"4190008",7757,0,50,11,0,0,0,0,0,1,0,13,0,1,0,0,0,0
"419001N",7758,0,17,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0
"419001S",7759,1,17,6,0,0,0,0,0,1,0,6,1,2,0,0,0,1
"419001W",7760,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"419009N",7761,1,24,9,0,0,0,0,0,1,0,11,0,1,0,0,0,0
"419009S",7762,0,17,5,0,0,0,0,0,1,0,12,0,0,0,0,0,1
"41901SE",7763,0,28,12,1,0,0,1,0,2,0,9,0,3,0,0,0,0
"41901SW",7764,0,16,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"4210101",7765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4210102",7766,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"4210201",7767,0,2,3,0,0,1,0,0,0,0,3,0,1,0,0,0,1
"4210202",7768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4210301",7769,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0
"4210302",7770,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4210401",7771,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4230001",7772,0,37,19,0,1,0,0,0,0,0,5,2,6,0,1,0,1
"4230002",7773,0,31,16,0,3,2,0,0,1,0,27,1,1,0,1,1,1
"4230003",7774,0,77,16,0,1,0,0,2,6,0,66,0,34,0,1,1,16
"4230004",7775,1,78,27,1,2,0,0,0,0,0,42,5,10,0,3,1,5
"4230005",7776,0,29,10,0,1,1,0,1,3,0,21,1,11,0,1,1,6
"4230006",7777,1,24,14,1,1,0,0,0,0,0,10,0,3,0,0,0,1
"4230007",7778,0,53,17,0,2,0,0,0,0,0,25,0,10,0,3,0,3
"4230008",7779,0,65,10,0,0,0,0,1,3,0,11,1,6,0,2,0,2
"4230009",7780,0,21,18,0,1,0,0,0,0,0,9,0,1,0,0,0,0
"4230010",7781,2,215,54,1,0,0,1,1,0,0,51,3,16,0,6,3,3
"4230011",7782,1,144,39,2,3,0,0,3,1,0,63,0,8,0,4,1,2
"4230012",7783,0,189,61,0,6,0,0,0,1,1,56,6,9,0,5,0,3
"4230013",7784,1,219,76,0,1,0,0,0,0,0,56,2,8,2,5,7,3
"4230014",7785,0,71,35,1,2,0,0,0,2,0,28,0,7,1,1,0,2
"4230015",7786,0,87,53,0,0,0,0,2,4,0,19,0,15,0,1,0,6
"4230016",7787,1,144,57,0,5,0,1,0,1,0,37,3,12,0,2,3,4
"4230017",7788,0,17,5,0,0,0,0,0,5,0,8,0,2,0,0,0,6
"4230018",7789,3,140,51,0,2,0,0,0,0,0,44,6,5,0,8,2,4
"4230019",7790,0,62,19,0,1,0,0,2,7,0,41,1,11,0,1,0,3
"4230020",7791,0,20,5,0,0,0,0,0,1,0,18,1,1,0,1,0,1
"4230021",7792,0,49,21,0,0,0,0,1,1,0,39,0,21,0,1,0,7
"4230022",7793,0,14,0,0,0,0,0,0,0,0,16,0,0,0,1,1,0
"4230023",7794,0,75,13,0,3,0,0,2,4,0,69,4,19,0,3,1,4
"4230024",7795,1,41,17,0,1,0,0,1,4,0,39,0,11,0,1,0,4
"4230025",7796,0,78,32,0,0,0,0,2,5,0,31,1,14,0,3,1,10
"4230026",7797,0,77,19,0,1,1,0,1,2,0,33,1,6,0,1,2,7
"4230027",7798,0,58,23,0,0,0,0,0,4,0,53,2,15,0,2,0,2
"4230028",7799,0,93,17,0,1,0,0,2,1,0,53,2,12,0,2,0,5
"4230029",7800,0,58,18,1,1,0,0,0,1,0,31,0,4,0,1,0,0
"4230030",7801,0,51,27,0,1,0,0,2,5,0,52,0,17,0,1,0,9
"4230031",7802,0,58,19,0,0,0,0,0,7,0,46,0,19,0,2,4,12
"4230032",7803,1,19,10,0,0,0,0,0,1,0,23,0,4,0,0,0,1
"4230033",7804,0,31,10,0,0,0,0,0,2,0,13,0,7,0,0,0,3
"4230034",7805,0,167,47,0,0,0,0,1,3,0,48,2,6,0,3,1,9
"4230035",7806,0,198,86,4,2,0,0,1,9,0,70,3,22,0,3,4,9
"4230036",7807,3,217,94,1,4,0,0,1,2,0,114,3,19,0,9,3,2
"4230037",7808,0,54,19,0,0,0,0,3,0,0,17,0,3,0,2,0,5
"4230038",7809,0,73,29,0,2,0,1,1,3,0,76,1,26,0,0,0,13
"4230039",7810,0,44,7,0,0,0,0,2,0,0,14,0,0,0,2,0,0
