CNTYVTD,VTDKEY,BennetD_20P_President,BidenD_20P_President,BloombergD_20P_President,BookerD_20P_President,CastroD_20P_President,De La FuenteD_20P_President,DelaneyD_20P_President,GabbardD_20P_President,KlobucharD_20P_President,PatrickD_20P_President,SandersD_20P_President,SteyerD_20P_President,WarrenD_20P_President,WellsD_20P_President,WilliamsonD_20P_President,YangD_20P_President,ButtigiegD_20P_President
"2210105",5863,2,54,20,0,0,0,0,1,1,0,27,0,4,0,0,0,7
"2210107",5864,0,20,10,0,0,0,0,0,0,0,7,2,3,0,0,0,2
"2210112",5865,0,42,23,0,1,0,0,0,2,0,28,0,5,0,0,0,2
"2210202",5866,0,58,33,0,0,0,0,2,5,0,47,1,23,0,2,0,9
"2210211",5867,0,39,23,0,0,0,0,0,2,0,19,0,7,0,0,0,6
"2210216",5868,1,100,39,0,0,0,0,0,11,0,37,3,17,0,0,0,14
"2210218",5869,0,85,27,0,0,0,0,0,6,0,29,3,15,0,0,0,11
"2210310",5870,0,52,28,0,0,0,0,1,6,0,24,2,15,0,0,1,10
"2210313",5871,0,57,28,0,0,0,0,2,9,0,35,3,16,0,0,1,10
"2210314",5872,2,81,42,1,0,0,0,0,7,0,48,1,19,0,0,0,10
"2210317",5873,0,48,25,0,0,0,0,0,6,0,19,0,9,0,0,0,6
"2210404",5874,0,42,26,0,0,0,0,0,1,0,34,0,8,0,0,0,6
"2210408",5875,2,57,30,0,2,1,1,1,4,0,32,4,16,1,1,0,7
"2210409",5876,0,78,34,0,0,0,0,0,13,0,49,5,29,0,0,0,15
"2210415",5877,0,5,9,0,0,0,0,0,1,0,5,0,2,0,0,0,2
"2230001",5878,0,51,19,0,0,0,0,3,2,0,38,1,10,0,0,1,4
"2230002",5879,1,58,25,0,0,0,0,0,3,0,28,3,6,0,2,0,1
"2230003",5880,0,36,17,1,0,0,0,0,6,0,29,1,15,0,1,0,1
"2230004",5881,0,27,9,1,0,0,0,0,0,0,14,0,8,0,0,0,1
"2230005",5882,0,6,6,0,0,0,0,0,0,0,4,0,2,0,0,0,0
"2230008",5883,0,13,3,0,0,0,0,0,0,0,5,0,0,0,0,0,1
"2230011",5884,0,32,8,0,0,0,0,0,0,0,10,0,1,0,0,0,3
"2230012",5885,0,6,4,0,0,0,0,0,1,0,0,1,1,0,0,0,2
"2230013",5886,0,19,4,0,1,0,0,0,0,0,13,0,7,0,0,0,1
"2230014",5887,0,19,4,0,0,0,0,0,1,1,8,0,4,0,0,0,1
"2230016",5888,0,22,10,0,0,0,0,0,1,0,10,0,6,0,0,0,0
"2230017",5889,0,33,8,0,0,0,0,1,0,2,11,3,3,0,0,0,1
"223001A",5890,0,39,15,0,0,0,0,0,1,0,13,0,3,0,0,0,0
"2230020",5891,0,7,10,0,0,0,0,0,0,0,3,0,1,0,0,0,2
"2230023",5892,0,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"2230024",5893,0,19,5,0,0,0,0,0,1,0,4,2,1,0,0,0,0
"2230025",5894,0,2,2,0,0,0,0,0,0,0,8,0,2,1,0,0,1
"223002A",5895,0,70,25,1,0,1,1,0,2,0,18,4,11,1,0,0,4
"2230036",5896,0,17,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"223003A",5897,0,36,13,0,1,0,0,0,3,1,24,0,6,0,0,0,3
"223004A",5898,0,47,12,1,0,0,0,0,1,0,27,0,5,0,0,1,4
"2250001",5899,3,56,18,1,0,0,0,1,1,0,18,0,2,0,0,0,0
"2250002",5900,3,67,16,1,1,0,0,0,2,0,16,0,5,0,0,0,5
"2250003",5901,3,128,25,0,1,0,0,0,4,0,24,3,4,0,1,0,4
"2250004",5902,0,62,11,0,0,0,0,0,2,0,25,1,7,0,0,0,4
"2250005",5903,0,22,5,0,0,0,0,1,2,0,7,0,6,0,0,0,0
"2250006",5904,0,39,10,0,0,0,0,1,1,0,21,0,2,0,0,0,1
"2250007",5905,0,12,6,0,0,1,0,0,1,0,5,0,3,0,0,0,1
"2250008",5906,0,10,2,0,0,0,0,0,1,0,3,0,5,0,0,0,1
"2250009",5907,0,3,1,0,0,0,0,0,2,0,1,1,2,0,0,0,0
"2250010",5908,0,5,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0
"2250011",5909,1,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2250012",5910,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2250014",5911,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2250015",5912,0,19,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"2250016",5913,0,3,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0
"2250017",5914,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2250018",5915,2,22,5,0,0,0,1,0,0,0,8,0,1,0,0,0,0
"2250019",5916,0,21,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"2250020",5917,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2250021",5918,0,12,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0
"2250022",5919,2,9,5,3,0,0,0,0,0,0,4,0,0,0,0,0,0
"2270011",5920,0,24,20,0,2,2,1,1,0,0,19,1,6,0,0,0,4
"2270012",5921,0,25,9,0,0,1,0,0,0,0,9,0,2,0,0,0,1
"2270013",5922,0,3,4,0,2,3,0,0,1,0,5,1,5,0,0,0,3
"2270014",5923,0,4,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"2270016",5924,0,5,3,0,0,0,0,0,0,0,2,0,2,0,0,0,1
"2270024",5925,0,7,4,0,0,0,0,0,1,0,4,0,4,0,0,0,1
"2270025",5926,0,23,12,0,0,0,0,0,0,0,13,0,5,0,0,0,1
"2270026",5927,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2270031",5928,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2270032",5929,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270033",5930,0,32,20,0,0,0,0,0,1,0,20,0,13,0,0,0,5
"2270034",5931,0,26,17,0,0,0,0,0,2,0,9,1,5,0,1,1,4
"2270035",5932,0,6,5,0,0,0,0,0,1,0,5,0,3,0,0,0,3
"2270037",5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270041",5934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270042",5935,0,10,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"2270045",5936,0,16,9,0,0,0,0,1,2,0,9,1,5,0,0,1,1
"2270046",5937,0,27,9,0,0,0,0,0,0,0,14,0,2,0,0,0,1
"2270103",5938,0,4,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"2270104",5939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270105",5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227012A",5941,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2270205",5942,0,20,10,0,0,0,0,1,1,0,11,0,7,0,0,0,5
"2270207",5943,0,11,4,0,0,0,0,0,1,0,6,0,2,0,0,2,3
"2270208",5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270209",5945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270304",5946,0,11,6,0,0,0,0,0,0,0,4,0,2,0,0,0,1
"227031A",5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227034A",5948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270404",5949,0,8,9,0,0,0,0,0,2,0,9,0,3,0,0,0,2
"2270405",5950,0,4,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"2270408",5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270409",5952,0,4,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"227207C",5953,0,9,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"227208C",5954,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2290001",5955,3,28,17,1,3,3,1,4,2,1,24,2,5,2,2,2,2
"2290002",5956,2,12,6,2,2,3,1,2,3,1,15,1,3,3,1,3,2
"2290004",5957,1,17,9,0,1,1,0,3,0,0,24,0,0,0,0,1,2
"229001W",5958,1,7,3,0,1,2,0,2,1,0,9,0,1,1,0,1,2
"229003N",5959,0,6,4,0,1,3,0,1,0,0,12,0,1,0,0,0,2
"229003S",5960,1,13,11,0,3,4,0,1,1,0,14,0,2,0,0,2,2
"229004S",5961,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"22904NW",5962,0,4,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0
"2310101",5963,0,11,4,0,0,0,0,0,0,0,14,0,2,0,0,0,0
"2310102",5964,0,8,8,0,0,0,0,1,0,0,8,0,1,0,0,0,2
"2310103",5965,0,5,3,0,0,0,0,0,0,0,9,2,2,0,0,0,1
"2310104",5966,0,21,5,0,1,0,0,0,3,0,16,1,6,0,0,0,1
"2310105",5967,0,16,8,0,0,0,0,0,0,0,19,0,4,0,0,0,1
"2310106",5968,0,52,26,0,0,0,1,0,2,0,32,2,6,0,0,0,5
"2310107",5969,0,78,26,0,1,0,0,1,7,0,66,0,17,0,0,0,9
"2310108",5970,1,29,24,1,0,0,0,1,3,0,31,0,9,0,0,0,3
"2310109",5971,0,32,8,0,0,0,0,0,1,0,12,0,5,0,0,0,0
"2310110",5972,0,26,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"2310111",5973,0,17,6,0,0,0,0,0,1,0,19,0,5,0,0,0,1
"2310212",5974,0,16,3,0,0,0,0,0,3,0,7,0,2,0,0,0,1
"2310213",5975,0,8,7,0,0,0,0,0,2,0,14,0,2,0,0,0,4
"2310216",5976,0,55,15,0,0,0,2,1,2,0,30,2,9,0,0,0,2
"2310217",5977,0,54,16,0,0,0,0,0,4,0,24,1,6,0,1,0,2
"2310318",5978,0,9,8,0,0,0,0,0,2,0,4,0,1,0,0,0,1
"2310319",5979,0,26,13,0,1,0,0,0,1,0,22,3,4,0,0,0,5
"2310320",5980,0,53,9,1,0,0,1,0,3,0,30,1,7,0,1,0,4
"2310321",5981,0,42,17,0,0,0,0,0,1,0,16,2,6,0,0,0,2
"2310322",5982,1,20,7,1,0,0,0,1,2,0,17,0,0,0,0,0,2
"2310323",5983,1,51,19,1,0,0,0,1,3,0,37,2,11,0,0,0,4
"2310324",5984,0,74,31,0,1,1,0,0,2,0,48,1,16,0,1,0,12
"2310325",5985,0,73,30,0,0,0,0,0,7,0,49,2,13,0,0,0,7
"2310426",5986,0,24,7,0,0,0,0,0,0,0,6,0,4,0,0,0,0
"2310427",5987,0,111,19,0,2,0,1,1,3,0,110,0,32,0,0,0,2
"2310428",5988,0,84,25,1,2,0,0,1,2,0,84,2,23,0,0,3,1
"2310429",5989,1,17,8,0,0,0,0,0,0,0,7,0,5,0,0,0,0
"2310430",5990,0,7,12,0,0,0,0,0,2,0,15,0,6,0,0,0,1
"2310431",5991,0,10,1,0,0,0,0,0,0,0,10,0,1,0,0,0,1
"2310432",5992,1,24,10,0,0,0,0,0,0,0,13,1,5,0,0,0,0
"2310433",5993,1,65,32,0,1,0,0,0,0,1,78,2,15,0,1,1,3
"2310434",5994,0,33,7,0,0,0,0,0,2,0,24,1,5,0,0,0,3
"231214A",5995,0,41,14,0,0,1,0,0,3,0,31,2,6,0,0,1,2
"231214B",5996,0,27,6,0,0,0,0,0,0,0,18,0,5,0,0,0,0
"231215A",5997,0,47,21,1,0,0,1,1,4,0,61,0,17,0,0,2,7
"231215B",5998,0,21,6,0,0,0,0,0,0,0,26,0,8,0,0,0,2
"2330011",5999,0,11,17,0,0,0,0,0,0,0,10,0,3,1,0,0,3
"2330014",6000,0,28,6,0,0,0,0,0,0,0,18,0,7,0,0,0,5
"2330021",6001,0,27,19,1,0,0,1,0,1,0,21,2,8,0,0,0,3
"2330023",6002,0,8,3,1,0,0,0,0,0,0,3,0,0,0,0,0,2
"2330031",6003,0,10,5,0,0,0,0,1,0,0,9,1,3,0,0,0,1
"2330033",6004,0,12,6,0,0,0,0,0,0,0,10,0,5,0,0,0,1
"2330041",6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2330042",6006,0,33,19,0,1,0,0,0,1,0,18,1,4,0,0,2,1
"2350100",6007,1,5,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1
"2350200",6008,1,4,1,0,0,0,0,0,1,0,7,0,3,0,0,0,0
"2350300",6009,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2350400",6010,0,9,1,0,0,0,0,0,0,0,7,0,0,1,1,0,1
"2370001",6011,0,22,6,0,0,0,0,0,3,0,9,0,2,0,0,0,0
"2370002",6012,0,13,8,0,0,0,0,1,2,0,3,1,3,0,1,0,2
"2370003",6013,0,7,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2370004",6014,2,11,4,0,0,0,0,0,1,0,8,0,1,0,0,0,1
"2370005",6015,0,8,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2370006",6016,0,19,9,0,0,0,0,0,0,0,11,2,3,0,0,0,1
"2390001",6017,1,49,14,1,1,0,1,0,6,0,21,1,3,0,1,1,4
"2390002",6018,1,42,10,0,1,0,0,1,0,0,10,1,4,0,1,0,0
"2390003",6019,0,33,16,0,0,0,0,0,1,0,12,2,8,0,0,0,0
"2390004",6020,0,8,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0
"2390005",6021,0,12,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0
"2390006",6022,0,15,4,0,1,0,0,1,0,0,6,0,2,0,0,0,0
"2390007",6023,0,6,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"2390008",6024,0,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2390009",6025,2,15,2,0,0,0,0,0,1,0,3,1,4,0,0,2,3
"2410001",6026,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2410002",6027,1,9,2,0,0,0,0,0,2,0,4,0,1,0,0,0,3
"2410003",6028,1,21,11,0,0,0,0,1,2,0,12,0,1,0,0,1,0
"2410004",6029,0,22,10,0,0,0,0,0,2,0,5,0,6,0,0,0,2
"2410005",6030,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410006",6031,4,44,22,1,0,0,0,0,0,0,23,3,4,0,0,0,1
"2410007",6032,0,34,16,1,0,0,0,0,0,0,10,0,2,0,0,0,0
"2410008",6033,1,54,31,0,0,0,0,1,0,0,10,0,3,0,0,0,3
"2410009",6034,0,42,13,0,0,0,0,0,0,1,13,0,5,0,0,0,0
"2410010",6035,1,28,9,0,0,0,0,0,2,0,13,0,4,0,0,0,2
"2410011",6036,1,4,2,0,0,0,0,0,0,0,8,1,2,0,0,1,0
"2410012",6037,0,17,5,0,0,0,0,0,0,0,10,0,5,0,0,0,0
"2410013",6038,2,20,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0
"2410014",6039,0,57,30,2,0,0,0,0,7,0,23,0,4,0,0,0,2
"2410015",6040,1,51,20,0,0,0,0,0,1,0,15,1,5,0,0,0,5
"2410016",6041,0,2,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"2410017",6042,0,14,2,0,0,1,0,0,0,0,4,1,1,0,0,0,2
"2410019",6043,1,70,17,0,0,0,1,0,4,1,21,0,3,2,0,1,4
"2410020",6044,1,108,33,0,0,0,0,0,0,0,16,0,2,0,0,0,2
"2410021",6045,1,57,22,2,0,0,0,1,1,0,25,0,9,0,1,1,5
"2430001",6046,0,33,8,0,0,1,0,0,5,0,19,0,17,0,0,0,8
"2430002",6047,0,32,14,0,0,0,1,1,2,0,22,0,18,0,0,0,1
"2430003",6048,0,22,3,0,1,0,0,2,1,0,29,0,11,0,0,0,3
"2430004",6049,0,13,7,0,0,0,0,0,1,0,4,0,4,0,0,0,1
"2430005",6050,0,19,3,0,1,0,0,0,3,0,7,0,8,3,0,0,2
"2450001",6051,3,162,75,1,0,0,1,0,0,0,64,2,9,0,1,1,4
"2450002",6052,6,120,27,2,0,0,1,0,1,0,44,0,7,0,0,0,2
"2450003",6053,8,193,77,5,0,0,0,0,1,0,57,3,10,1,1,2,3
"2450004",6054,3,110,27,2,0,2,0,0,9,0,45,3,19,0,0,0,9
"2450005",6055,1,101,35,0,2,0,0,0,4,0,58,1,10,0,0,0,9
"2450006",6056,2,93,26,4,0,0,0,3,4,0,40,0,15,0,2,0,9
"2450007",6057,2,85,35,1,0,1,0,0,3,0,60,2,36,0,0,1,12
"2450008",6058,1,65,22,1,1,0,0,0,0,0,19,1,6,0,1,0,0
"2450009",6059,2,94,27,2,0,0,1,4,5,0,46,1,19,0,0,0,18
"2450010",6060,2,49,22,1,0,1,0,0,0,0,23,0,2,0,0,1,1
"2450011",6061,0,36,12,2,0,0,1,0,0,1,13,0,4,0,0,0,1
"2450012",6062,0,71,24,0,0,0,0,0,0,0,12,0,4,0,1,0,1
"2450013",6063,0,56,21,0,0,0,0,0,0,0,11,0,1,0,0,0,1
"2450014",6064,3,183,62,2,1,0,1,0,0,0,46,3,8,1,2,3,6
"2450015",6065,3,130,46,0,1,1,0,0,0,1,45,1,9,1,0,2,2
"2450016",6066,2,23,16,1,0,0,0,0,0,0,13,1,1,0,0,0,1
"2450017",6067,5,256,80,3,0,0,2,1,8,1,98,4,26,0,0,1,14
"2450018",6068,7,220,111,5,0,1,1,1,2,0,72,6,13,2,1,1,6
"2450019",6069,3,153,63,3,1,0,4,0,0,0,49,1,13,0,3,0,2
"2450020",6070,4,105,30,7,0,1,1,1,1,0,35,1,7,2,1,3,5
"2450021",6071,0,16,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"2450022",6072,5,243,62,1,0,0,0,0,5,0,67,1,14,0,0,1,8
"2450023",6073,4,331,98,8,1,0,0,0,0,0,87,4,29,1,0,0,6
"2450024",6074,1,18,5,0,0,0,0,0,0,0,8,1,0,0,0,0,0
"2450025",6075,1,81,29,0,0,0,1,1,1,0,36,1,9,2,1,2,5
"2450026",6076,3,158,72,4,0,0,1,2,7,0,65,1,22,0,0,1,16
"2450027",6077,1,92,27,0,0,0,1,1,1,0,35,0,17,1,1,1,9
"2450028",6078,3,106,35,0,0,0,0,0,2,0,27,1,5,1,1,0,0
"2450029",6079,0,35,9,0,0,1,0,1,3,0,12,0,3,1,0,0,0
"2450030",6080,1,11,6,0,0,1,0,0,1,0,6,0,4,0,0,0,4
"2450031",6081,0,34,11,0,0,0,0,0,3,0,16,0,5,0,0,2,4
"2450032",6082,0,11,3,0,0,0,0,0,2,0,4,0,2,0,0,1,2
"2450033",6083,0,81,41,1,2,0,0,0,2,1,47,2,8,0,1,4,9
"2450034",6084,7,310,102,6,0,0,0,0,7,0,87,3,19,1,2,4,5
"2450035",6085,0,14,5,0,1,0,0,2,0,0,8,0,4,0,0,0,1
"2450036",6086,1,40,8,0,0,0,0,1,3,0,28,1,17,0,0,0,7
"2450037",6087,0,75,22,0,0,0,0,0,2,0,48,0,19,0,0,2,11
"2450038",6088,1,45,21,1,0,0,0,0,3,0,25,1,7,0,0,2,11
"2450039",6089,9,280,126,4,1,0,0,0,2,0,63,0,19,1,1,1,4
"2450040",6090,2,56,32,1,0,1,0,4,4,0,60,0,17,0,0,0,7
"2450041",6091,0,7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"2450042",6092,2,60,24,0,0,1,0,0,1,0,44,2,12,0,1,1,6
"2450043",6093,0,58,29,1,0,1,0,0,4,0,52,2,7,0,1,0,11
"2450044",6094,2,54,23,1,1,1,0,1,0,0,19,1,4,0,0,0,1
"2450045",6095,2,89,43,2,3,5,1,0,1,1,47,1,7,0,0,3,5
"2450046",6096,6,75,33,1,1,0,0,0,2,1,56,2,3,0,0,5,2
"2450047",6097,6,109,43,1,6,3,1,0,3,0,57,1,1,1,0,1,4
"2450048",6098,1,59,27,2,3,3,0,0,1,0,27,0,4,0,0,0,2
"2450049",6099,3,15,13,0,3,0,0,0,1,1,9,0,3,0,0,0,1
"2450050",6100,8,226,102,2,3,1,0,0,4,0,87,5,21,0,3,3,3
"2450051",6101,0,43,18,0,0,0,0,0,2,0,9,0,0,0,1,1,0
"2450052",6102,1,61,20,0,0,0,0,0,1,0,21,0,7,0,0,1,2
"2450053",6103,3,154,62,2,1,0,0,0,1,2,58,1,4,1,0,1,3
"2450054",6104,1,48,30,0,0,0,0,0,0,0,22,0,5,0,0,0,2
"2450055",6105,4,47,23,2,0,0,0,0,0,0,11,0,1,0,0,0,0
"2450056",6106,2,80,29,1,0,0,0,1,10,0,79,1,10,0,0,1,5
"2450057",6107,5,79,44,4,0,0,0,0,1,1,38,2,5,1,0,0,0
"2450058",6108,0,9,5,0,0,0,0,0,0,0,7,0,1,0,0,0,3
"2450059",6109,6,127,71,2,0,0,0,0,1,0,46,3,8,0,1,0,2
"2450060",6110,2,62,28,0,0,0,1,0,1,1,50,1,14,0,0,1,5
"2450061",6111,1,62,31,2,1,0,0,1,1,0,41,1,14,0,0,2,4
"2450062",6112,0,131,66,0,0,0,0,6,12,0,75,3,42,0,1,4,15
"2450063",6113,2,184,64,2,0,0,0,0,0,0,39,1,8,0,1,0,5
"2450064",6114,3,109,35,3,0,1,0,0,1,0,51,3,8,0,1,1,1
"2450065",6115,1,113,39,1,1,0,0,0,3,0,28,0,22,0,1,0,12
"2450066",6116,0,53,21,0,0,0,0,1,1,0,16,0,14,0,1,0,0
"2450067",6117,5,262,120,8,0,0,0,0,1,0,80,3,21,1,1,2,5
"2450068",6118,4,148,77,1,0,0,0,3,5,0,83,2,22,0,1,0,13
"2450069",6119,0,102,28,1,0,0,0,2,2,0,55,1,26,0,0,2,15
"2450070",6120,14,145,63,3,1,2,1,2,5,0,87,2,18,0,0,2,9
"2450071",6121,0,6,2,0,0,1,0,0,1,0,5,0,1,0,0,0,1
"2450072",6122,7,330,108,5,1,1,0,2,7,1,143,2,47,0,2,5,10
"2450073",6123,0,141,62,2,0,1,0,2,13,0,66,2,29,0,0,2,13
"2450074",6124,1,50,17,1,0,0,0,3,6,0,43,1,9,1,1,1,4
"2450075",6125,3,46,11,1,0,0,0,0,2,0,43,0,6,0,0,0,0
"2450076",6126,4,53,25,1,1,1,0,1,2,0,34,0,6,1,2,1,1
"2450077",6127,4,159,56,2,1,2,1,0,1,0,31,1,7,1,1,1,3
"2450078",6128,2,164,39,5,1,2,0,0,3,0,52,0,21,1,1,0,6
"2450079",6129,1,161,81,2,0,0,0,1,6,0,50,2,22,0,1,1,14
"2450080",6130,0,7,4,0,1,0,0,0,0,0,6,0,1,0,0,0,0
"2450081",6131,1,91,54,2,1,0,0,1,0,1,26,0,7,0,0,0,2
"2450082",6132,14,174,85,4,0,0,2,3,6,1,89,3,9,1,1,8,12
"2450083",6133,0,11,8,1,0,0,0,0,4,0,26,0,6,0,0,0,3
"2450084",6134,3,124,39,0,0,0,0,0,0,0,32,0,3,0,0,1,1
"2450085",6135,3,220,104,4,0,0,0,0,5,0,50,0,14,0,0,0,3
"2450086",6136,0,78,28,2,0,0,0,0,3,0,40,1,10,0,0,0,6
"2450087",6137,5,140,25,1,0,0,1,1,0,1,37,0,6,0,0,1,1
"2450088",6138,1,77,26,3,0,0,0,0,1,1,29,1,19,1,0,0,5
"2450089",6139,1,40,10,0,0,1,0,0,0,0,10,0,1,1,0,1,0
"2450090",6140,0,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,2
"2450091",6141,0,17,8,1,0,0,0,0,0,0,6,0,1,1,0,0,1
"2450092",6142,1,77,20,2,0,0,1,0,3,0,28,2,13,0,0,0,1
"2450093",6143,7,56,30,2,1,1,1,0,0,0,32,0,5,0,2,1,1
"2450094",6144,0,110,61,0,1,0,2,0,10,0,63,0,22,0,0,1,14
"2450095",6145,0,28,14,0,0,1,0,0,4,0,9,0,5,0,0,1,5
"2450096",6146,1,52,18,0,1,0,0,0,0,0,19,0,2,0,0,0,1
"2450097",6147,1,16,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"2450098",6148,0,19,14,0,0,0,0,1,0,0,8,0,6,0,0,3,0
"2450099",6149,0,43,12,1,0,0,0,0,4,0,25,2,8,0,0,1,1
"2450100",6150,1,195,57,1,2,0,0,1,15,0,72,0,41,1,0,0,10
"2450101",6151,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2450102",6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2450103",6153,0,5,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0
"2450104",6154,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2470001",6155,8,84,95,1,12,15,3,1,6,0,95,5,13,3,0,3,9
"2470002",6156,12,85,78,0,11,8,0,7,7,0,81,4,20,0,1,3,9
"2470003",6157,10,72,53,1,7,7,0,1,7,0,55,2,11,0,0,1,11
"2470004",6158,14,44,72,1,12,16,0,6,4,0,112,3,16,1,0,1,8
"2470005",6159,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2490001",6160,1,35,25,0,10,5,1,0,4,0,30,4,7,2,1,1,7
"2490002",6161,0,30,8,0,0,3,0,1,1,0,11,0,6,2,0,0,2
"2490003",6162,0,24,7,0,1,0,0,1,1,1,13,1,8,1,0,1,3
"2490004",6163,2,92,49,1,4,8,1,3,2,0,36,2,12,1,1,11,9
"2490005",6164,1,28,27,0,2,4,0,0,1,0,19,0,4,0,0,0,0
"2490006",6165,3,85,56,0,6,4,2,1,5,0,46,1,15,3,2,2,6
"2490007",6166,6,192,118,1,17,9,0,16,20,0,104,5,29,8,4,3,19
"2490008",6167,1,107,44,0,1,4,1,8,7,0,56,2,17,2,1,0,8
"2490009",6168,3,42,23,1,5,2,0,1,1,0,31,2,9,1,2,0,2
"2490010",6169,7,172,126,1,19,18,2,8,10,0,119,5,21,4,4,0,11
"2490011",6170,1,52,39,0,6,5,1,0,2,0,32,3,10,2,2,1,7
"2490012",6171,0,156,70,1,11,11,4,2,6,0,99,5,23,6,2,4,15
"2490013",6172,1,48,19,0,4,1,0,0,1,0,21,0,4,0,2,0,3
"2490014",6173,0,11,6,0,0,1,0,0,1,0,9,1,0,0,0,0,0
"2490015",6174,4,117,81,1,10,5,3,0,2,2,84,4,28,3,1,3,15
"2490016",6175,1,66,53,0,6,7,0,0,3,0,56,1,10,0,2,1,5
"2490017",6176,5,136,95,1,18,13,1,1,5,0,76,3,26,2,2,6,13
"2490018",6177,1,30,19,0,3,2,0,0,2,0,23,1,2,1,0,0,0
"2490019",6178,1,8,5,0,2,1,0,0,0,0,7,0,1,1,0,0,4
"2490020",6179,2,83,47,0,4,2,0,0,4,0,39,1,10,0,1,0,6
"2490022",6180,6,105,104,0,17,13,0,1,4,0,133,7,25,3,3,0,6
"2510001",6181,0,5,3,0,0,0,0,0,0,0,5,0,1,0,0,0,1
"2510002",6182,0,58,19,0,0,0,0,0,3,0,44,1,18,0,0,0,2
"2510003",6183,0,63,20,0,0,0,0,2,5,0,45,3,22,0,0,0,5
"2510004",6184,0,73,40,0,0,0,0,1,5,0,92,1,25,0,0,0,12
"2510005",6185,0,60,27,0,0,0,0,1,8,0,54,3,16,0,0,2,16
"2510006",6186,0,19,5,0,0,0,0,0,2,0,5,0,6,0,0,0,2
"2510007",6187,0,78,31,1,0,0,0,1,9,0,47,5,19,0,0,0,12
"2510008",6188,2,87,31,1,2,0,2,2,4,0,71,7,21,0,0,1,12
"2510009",6189,1,17,13,0,0,0,0,0,2,0,12,1,1,0,0,0,2
"2510010",6190,0,52,25,1,1,0,0,3,2,0,41,3,8,0,0,0,7
